Mod:Item:MetaData, Localized Name
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
betterwithmods:breeding_harness, Breeding Harness
betterwithmods:anchor, Anchor
betterwithmods:rope, Hemp Rope
betterwithmods:single_machine:0, Mill Stone
betterwithmods:single_machine:1, Pulley
betterwithmods:single_machine:2, Filtered Hopper
betterwithmods:single_machine:3, Turntable
betterwithmods:wooden_axle, Wooden Axle
betterwithmods:steel_axle, Steel Axle
betterwithmods:wooden_gearbox, Wooden Gearbox
betterwithmods:steel_gearbox, Steel Gearbox
betterwithmods:steel_broken_gearbox, Broken Steel Gearbox
betterwithmods:wooden_broken_gearbox, Broken Wooden Gearbox
betterwithmods:hand_crank, Hand Crank
betterwithmods:wicker, Wicker
betterwithmods:grate:0, Oak Grate
betterwithmods:grate:1, Spruce Grate
betterwithmods:grate:2, Birch Grate
betterwithmods:grate:3, Jungle Grate
betterwithmods:grate:4, Acacia Grate
betterwithmods:grate:5, Dark Oak Grate
betterwithmods:slats:0, Oak Slats
betterwithmods:slats:1, Spruce Slats
betterwithmods:slats:2, Birch Slats
betterwithmods:slats:3, Jungle Slats
betterwithmods:slats:4, Acacia Slats
betterwithmods:slats:5, Dark Oak Slats
betterwithmods:planter:0, Planter
betterwithmods:planter:1, Farmland Planter
betterwithmods:planter:2, Grass Planter
betterwithmods:planter:3, Soul Sand Planter
betterwithmods:planter:4, Fertile Planter
betterwithmods:planter:5, Sand Planter
betterwithmods:planter:6, Water Planter
betterwithmods:planter:7, Gravel Planter
betterwithmods:planter:8, Red Sand Planter
betterwithmods:planter:9, Dirt Planter
betterwithmods:vase:0, White Vase
betterwithmods:vase:1, Orange Vase
betterwithmods:vase:2, Magenta Vase
betterwithmods:vase:3, Light Blue Vase
betterwithmods:vase:4, Yellow Vase
betterwithmods:vase:5, Lime Vase
betterwithmods:vase:6, Pink Vase
betterwithmods:vase:7, Gray Vase
betterwithmods:vase:8, Light Gray Vase
betterwithmods:vase:9, Cyan Vase
betterwithmods:vase:10, Purple Vase
betterwithmods:vase:11, Blue Vase
betterwithmods:vase:12, Brown Vase
betterwithmods:vase:13, Green Vase
betterwithmods:vase:14, Red Vase
betterwithmods:vase:15, Black Vase
betterwithmods:vase:0, White Vase
betterwithmods:urn:0, Urn
betterwithmods:urn:8, Soul Urn
betterwithmods:urn:9, Void Urn
betterwithmods:unfired_pottery:0, Unfired Crucible
betterwithmods:unfired_pottery:1, Unfired Planter
betterwithmods:unfired_pottery:2, Unfired Urn
betterwithmods:unfired_pottery:3, Unfired Vase
betterwithmods:unfired_pottery:4, Unfired Brick
betterwithmods:unfired_pottery:5, Unfired Netherbrick
betterwithmods:hibachi, Hibachi
betterwithmods:bellows:0, Bellows
betterwithmods:bellows:1, Spring Action Bellows
betterwithmods:hemp, Hemp Seeds
betterwithmods:detector, Detector Block
betterwithmods:lens, Lens Focus
betterwithmods:saw, Mechanical Saw
betterwithmods:aesthetic:0, Chopping Block
betterwithmods:aesthetic:1, Bloodied Chopping Block
betterwithmods:aesthetic:2, Hardened Nether Sludge
betterwithmods:aesthetic:3, Concentrated Hellfire Block
betterwithmods:aesthetic:4, Rope Block
betterwithmods:aesthetic:5, Flint Block
betterwithmods:aesthetic:6, White Stone
betterwithmods:aesthetic:7, White Cobble
betterwithmods:aesthetic:8, Ender Block
betterwithmods:aesthetic:9, Block of Padding
betterwithmods:aesthetic:10, Block of Soap
betterwithmods:aesthetic:11, Block of Dung
betterwithmods:aesthetic:12, Block of Wicker
betterwithmods:aesthetic:13, Block of Nethercoal
betterwithmods:booster, Mechanical Booster Rail
betterwithmods:wood_bench:0, Oak Wood Bench
betterwithmods:wood_bench:1, Spruce Wood Bench
betterwithmods:wood_bench:2, Birch Wood Bench
betterwithmods:wood_bench:3, Jungle Wood Bench
betterwithmods:wood_bench:4, Acacia Wood Bench
betterwithmods:wood_bench:5, Dark Oak Wood Bench
betterwithmods:wood_table:0, Oak Wood Table
betterwithmods:wood_table:1, Spruce Wood Table
betterwithmods:wood_table:2, Birch Wood Table
betterwithmods:wood_table:3, Jungle Wood Table
betterwithmods:wood_table:4, Acacia Wood Table
betterwithmods:wood_table:5, Dark Oak Wood Table
betterwithmods:companion_cube, Companion Cube
betterwithmods:block_dispenser, Block Dispenser
betterwithmods:bamboo_chime:0, Redstone Wind Chime
betterwithmods:bamboo_chime:1, Spruce Bamboo Chime
betterwithmods:bamboo_chime:2, Birch Bamboo Chime
betterwithmods:bamboo_chime:3, Jungle Bamboo Chime
betterwithmods:bamboo_chime:4, Acacia Bamboo Chime
betterwithmods:bamboo_chime:5, Dark Oak Bamboo Chime
betterwithmods:metal_chime:0, Oak Wind Chime
betterwithmods:metal_chime:1, Spruce Wind Chime
betterwithmods:metal_chime:2, Birch Wind Chime
betterwithmods:metal_chime:3, Jungle Wind Chime
betterwithmods:metal_chime:4, Acacia Wind Chime
betterwithmods:metal_chime:5, Dark Oak Wind Chime
betterwithmods:buddy_block, Buddy Block
betterwithmods:creative_generator, Creative Mechanical Generator
betterwithmods:light, Light Block
betterwithmods:platform, Platform
betterwithmods:mining_charge, Mining Charge
betterwithmods:fertile_farmland, Fertile Farmland
betterwithmods:screw_pump, Screw Pump
betterwithmods:vine_trap, Vine Trap
betterwithmods:raw_pastry:0, Cake Batter
betterwithmods:raw_pastry:1, Oven Ready Pumpkin Pie
betterwithmods:raw_pastry:2, Raw Cookie Dough
betterwithmods:raw_pastry:3, Flour
betterwithmods:raw_pastry:4, Oven Ready Apple Pie
betterwithmods:steel_anvil, Soulforged Steel Anvil
betterwithmods:dirt_slab:0, Dirt Slab
betterwithmods:dirt_slab:1, Grass Slab
betterwithmods:dirt_slab:2, Mycelium Slab
betterwithmods:cooking_pot:0, Crucible
betterwithmods:cooking_pot:1, Cauldron
betterwithmods:cooking_pot:2, Mysterious Vessel
betterwithmods:iron_wall, Iron Wall
betterwithmods:stake, Stake
betterwithmods:nether_growth, Nether Growth Spore
betterwithmods:steel_block:0, Soulforged Steel Block
betterwithmods:steel_saw, Soulforged Steel Saw
betterwithmods:blood_log, Bloodwood
betterwithmods:blood_leaves, Bloodwood Leaves
betterwithmods:blood_sapling, Bloodwood Sapling
betterwithmods:nether_clay, Nether Sludge Block
betterwithmods:cobblestone:0, Granite Cobblestone
betterwithmods:cobblestone:1, Diorite Cobblestone
betterwithmods:cobblestone:2, Andesite Cobblestone
betterwithmods:steel_pressure_plate, Steel Pressure Plate
betterwithmods:infernal_enchanter, Infernal Enchanter
betterwithmods:candle:0, White Candle
betterwithmods:candle:1, Orange Candle
betterwithmods:candle:2, Magenta Candle
betterwithmods:candle:3, Light Blue Candle
betterwithmods:candle:4, Yellow Candle
betterwithmods:candle:5, Lime Candle
betterwithmods:candle:6, Pink Candle
betterwithmods:candle:7, Gray Candle
betterwithmods:candle:8, Light Gray Candle
betterwithmods:candle:9, Cyan Candle
betterwithmods:candle:10, Purple Candle
betterwithmods:candle:11, Blue Candle
betterwithmods:candle:12, Brown Candle
betterwithmods:candle:13, Green Candle
betterwithmods:candle:14, Red Candle
betterwithmods:candle:15, Black Candle
betterwithmods:candle:0, White Candle
betterwithmods:candle_holder, Candle Holder
betterwithmods:shaft, Shaft
betterwithmods:bucket, Well Bucket
betterwithmods:material:0, Wooden Gear
betterwithmods:material:1, Nethercoal
betterwithmods:material:2, Hemp
betterwithmods:material:3, Hemp Fibers
betterwithmods:material:4, Hemp Cloth
betterwithmods:material:5, Dung
betterwithmods:material:6, Tanned Leather
betterwithmods:material:7, Scoured Leather
betterwithmods:material:8, Leather Strap
betterwithmods:material:9, Leather Belt
betterwithmods:material:10, Wood Blade
betterwithmods:material:11, Wind Sail
betterwithmods:material:12, Poor Quality Glue
betterwithmods:material:13, Tallow
betterwithmods:material:14, Soulforged Steel Ingot
betterwithmods:material:15, Ground Netherrack
betterwithmods:material:16, Hellfire Dust
betterwithmods:material:17, Concentrated Hellfire
betterwithmods:material:18, Coal Dust
betterwithmods:material:19, Filament
betterwithmods:material:20, Polished Lapis Lazuli
betterwithmods:material:21, Potash
betterwithmods:material:22, Sawdust
betterwithmods:material:23, Soul Dust
betterwithmods:material:24, Archimedes Screw
betterwithmods:material:25, Brimstone
betterwithmods:material:26, Niter
betterwithmods:material:27, Heating Element
betterwithmods:material:28, Explosive Fuse
betterwithmods:material:29, Blasting Oil
betterwithmods:material:30, Soulforged Steel Nugget
betterwithmods:material:31, Cut Leather
betterwithmods:material:32, Cut Leather (Tanned)
betterwithmods:material:33, Cut Leather (Scoured)
betterwithmods:material:34, Redstone Latch
betterwithmods:material:35, Nether Sludge
betterwithmods:material:36, Haft
betterwithmods:material:37, Charcoal Dust
betterwithmods:material:38, Soul Flux
betterwithmods:material:39, Ender Slag
betterwithmods:material:40, Ocular of Ender
betterwithmods:material:41, Padding
betterwithmods:material:42, Plate Armor
betterwithmods:material:43, Broadhead
betterwithmods:material:44, Cocoa Powder
betterwithmods:material:45, Diamond Ingot
betterwithmods:material:46, Diamond Nugget
betterwithmods:material:47, Chain Mail
betterwithmods:material:48, Soulforged Steel Gear
betterwithmods:material:49, Soulforged Steel Spring
betterwithmods:material:50, Soap
betterwithmods:material:51, Soulforged Steel Plate
betterwithmods:material:52, Witch Wart
betterwithmods:material:53, Mysterious Gland
betterwithmods:material:54, Poison Sac
betterwithmods:axle_generator:0, Windmill
betterwithmods:axle_generator:1, Water Wheel
betterwithmods:axle_generator:2, Vertical Windmill
betterwithmods:bark:0, Oak Bark
betterwithmods:bark:1, Spruce Bark
betterwithmods:bark:2, Birch Bark
betterwithmods:bark:3, Jungle Bark
betterwithmods:bark:4, Acacia Bark
betterwithmods:bark:5, Dark Oak Bark
betterwithmods:bark:6, Bloodwood Bark
betterwithmods:donut, Donut
betterwithmods:dynamite, Dynamite
betterwithmods:dynamite_bundle, Bundle of Dynamite
betterwithmods:fertilizer, Fertilizer
betterwithmods:steel_axe, Refined Axe
betterwithmods:steel_hoe, Refined Hoe
betterwithmods:steel_pickaxe, Refined Pickaxe
betterwithmods:steel_shovel, Refined Shovel
betterwithmods:steel_sword, Refined Sword
betterwithmods:steel_mattock, Refined Mattock
betterwithmods:steel_battleaxe, Refined Battleaxe
betterwithmods:steel_hacksaw, Refined Hacksaw
betterwithmods:steel_helmet, Plate Armor Helmet
betterwithmods:steel_chest, Plate Armor Chest
betterwithmods:steel_pants, Plate Armor Leggings
betterwithmods:steel_boots, Plate Armor Boots
betterwithmods:creeper_oyster, Creeper Oyster
betterwithmods:ender_spectacles, Ender Spectacles
betterwithmods:raw_egg, Raw Egg
betterwithmods:cooked_egg, Cooked Egg
betterwithmods:raw_scrambled_egg, Raw Scrambled Eggs
betterwithmods:cooked_scrambled_egg, Cooked Scrambled Eggs
betterwithmods:raw_omelet, Raw Mushroom Omelet
betterwithmods:cooked_omelet, Cooked Mushroom Omelet
betterwithmods:ham_and_eggs, Ham and Eggs
betterwithmods:tasty_sandwich, Tasty Sandwich
betterwithmods:composite_bow, Composite Bow
betterwithmods:broadhead_arrow, Broadhead Arrow
betterwithmods:beef_dinner, Steak Dinner
betterwithmods:beef_potatoes, Steak and Potatoes
betterwithmods:chicken_soup, Chicken Soup
betterwithmods:chocolate, Chocolate
betterwithmods:chowder, Chowder
betterwithmods:cooked_kebab, Kebab
betterwithmods:hearty_stew, Hearty Stew
betterwithmods:raw_kebab, Uncooked Kebab
betterwithmods:pork_dinner, Pork Dinner
betterwithmods:stump_remover, Stump Remover
betterwithmods:dirt_pile, Pile of Dirt
betterwithmods:gravel_pile, Pile of Gravel
betterwithmods:sand_pile, Pile of Sand
betterwithmods:red_sand_pile, Pile of Red Sand
betterwithmods:wolf_chop, Wolf Chop
betterwithmods:cooked_wolf_chop, Cooked Wolf Chop
betterwithmods:kibble, Kibble
betterwithmods:apple_pie, Apple Pie
betterwithmods:manual, Mechanist's Journal
betterwithmods:mystery_meat, Mystery Meat
betterwithmods:cooked_mystery_meat, Cooked Mystery Meat
betterwithmods:bat_wing, Bat Wing
betterwithmods:cooked_bat_wing, Cooked Bat Wing
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
betterwithmods:arcane_scroll:0, Arcane Scroll
